Name,Link,Descr,Gender,Species/Race,Blood,School,Profession
Mr. and Mrs. Bones,https://www.hp-lexicon.org/character/bones-family/mr-and-mrs-bones/,"Mr. and Mrs. Bones were a couple killed by Death Eaters in the 1970s (PS4, BN). Either Susan’s grandparents or her aunt and uncle Edgar. When asked in a 2000 interview if the Boneses who were killed were related to Susan, JKR said “They were her grandparents.” Rowling may… ",NaN,unknown,Unknown,Unknown,Unknown
Susan Bones,https://www.hp-lexicon.org/character/bones-family/susan-bones/,"Student at Hogwarts, 1991-1998 (PS7); sorted into Hufflepuff. ",Female,witch,Half-blood,Hogwarts - Hufflepuff,Unknown
Madame Bonhabille,https://www.hp-lexicon.org/character/madame-bonhabille/,Madame Bonhabille was a nineteenth-century hatmaker in Paris who was commissioned by Eupraxia Mole to make Peeves a new hat in 1876. ,Female,wizard,Unknown,Unknown,hatmaker
Brother Boniface,https://www.hp-lexicon.org/character/brother-boniface/,Brother Boniface was a Franciscan monk in medieval Worcestershire who made turnip wine (FB). ,Male,muggle,Muggle,Unknown,Fransiscan monk
Mr. Boot,https://www.hp-lexicon.org/character/mr-boot/,"Mr. Boot was a wizard who took his family to America in the early 1600s in search of adventure. On the journey across the Atlantic, Mr. Boot and his family became friends with a Muggle man named James Steward. Once in America, the Boots encountered a Hidebehind in the woods. ",Male,wizard,Unknown,Unknown,Unknown
Mrs. Boot,https://www.hp-lexicon.org/character/mrs-boot/,"Mrs. Boot was a witch who took her family to America in the early 1600s in search of adventure. On the journey across the Atlantic, Mrs. Boot and her family became friends with a Muggle man named James Steward. Once in America, the Boots encountered a Hidebehind in the woods. ",Female,witch,Unknown,Unknown,Unknown
Chadwick Boot,https://www.hp-lexicon.org/character/chadwick-boot/,"Chadwick Boot, spellbook author and one of the founders of Ilvermorney wizarding school, was the elder son of wizard parents who foolishly wandered into the wilds of 17th century America and were killed by a Hidebehind. He and his younger brother Webster were rescued by Isolt Sayre, who taught them… ",Male,wizard,Pure blood,Unknown,Unknown
Gladys Boothby,https://www.hp-lexicon.org/character/gladys-boothby/,"Gladys Boothby created the Moontrimmer racing broom in 1901, but was unable to keep up with commercial demand for it by Quidditch enthusiasts who wanted the broom’s new height-flying features (QA9). ",Female,witch,Unknown,Unknown,Broom designer and manufacturer
Webster Boot,https://www.hp-lexicon.org/character/webster-boot/,"Webster Boot was the younger son of Mr. and Mrs. Boot who was taken care of by Isolt Sayre after his parents were attacked by a Hidebehind in Massachusetts. Webster and his brother Chadwick were taught by Isolt Sayre, and eventually adopted by her and… ",Male,wizard,Pure blood,Ilvermorny - Wampus,Auror for hire
Libatius Borage,https://www.hp-lexicon.org/character/libatius-borage/,"Libatius Borage was a famous potioneer and author. Borage attended the Castelobruxo Wizarding School in Brazil (Pm). He wrote several books, including: Advanced Potion-Making, Asiatic Anti-Venoms and Have Yourself a Fiesta in a Bottle!… ",Male,wizard,Unknown,Castelobruxo,"Author, Potioneer"
Mr. Borgin,https://www.hp-lexicon.org/character/mr-borgin/,"Proprietor of Borgin and Burkes of Knockturn Alley; an oily, smooth-talking fellow who fawned on Lucius Malfoy during the summer of 1992 but was less than impressed after his customers’ departure (CS4). Draco visited his shop again in late July 1996 to force the shopkeeper to help him repair a… ",Male,wizard,Unknown,Unknown,Owner of Borgin and Burkes of Knockturn Alley
Borgin,https://www.hp-lexicon.org/character/borgin/,"Proprietor of Borgin and Burkes of Knockturn Alley; an oily, smooth-talking fellow who fawned on Lucius Malfoy during the summer of 1992 but was less than impressed after his customers’ departure (CS4). Draco visited his shop again in late July 1996 to force the shopkeeper to help him repair… ",Male,wizard,Unknown,Unknown,"Proprietor of Borgin and Burkes, a shop in Knockturn Alley"
Boris the Bewildered,https://www.hp-lexicon.org/character/boris-the-bewildered/,Boris the Bewildered is the name of the subject of a statue located on the fifth floor of Hogwarts four doors down from the Prefects’ bathroom (GF23). Boris looks lost and has his gloves on the wrong hands (GF25). ,Male,statue,Unknown,Unknown,Unknown
Boris Vulchanov,https://www.hp-lexicon.org/character/vulchanov-family/boris-vulchanov/,"Boris Vulchanov was a Beater for the Bulgaria National Team during the Quidditch World Cup tournament in 2014. He and the other Bulgarian Beater at the 2014 tournament, Dimitar Draganov, are considered to be a “competent” duo (QWC). Matches Their first fixture of the tournament was an easily won match against… ",Male,wizard,Unknown,Unknown,Quidditch player (Beater)
Craig Bowker Jr.,https://www.hp-lexicon.org/character/craig-bowker-jr/,Craig Bowker Jr. was a Slytherin Hogwarts student. ,Male,wizard,Unknown,Hogwarts - Slytherin,Unknown
Bowman Wright,https://www.hp-lexicon.org/character/bowman-wright/,"Bowman Wright was a Metal Charmer and was born in Godric’s Hollow in 1492*. His father was a Muggle and mother a Witch (FW, WoM, DH16). Combining his love of science and sport, Wright invented the Golden Snitch, which immediately replaced the endangered … ",Male,wizard,Half-blood,Unknown,"Wizard smith, metal-charmer"
Bozo,https://www.hp-lexicon.org/character/bozo/,Bozo was a paunchy man who worked as a photographer for the Daily Prophet. ,Male,wizard,Unknown,Unknown,Photographer at Daily Prophet
Bradley,https://www.hp-lexicon.org/character/bradley/,"Bradley was a Hogwarts student in Ravenclaw House in the 1990s and was a Chaser on the Ravenclaw Quidditch team. Bradley played in the match against Gryffindor for the Quidditch Cup towards the end of the 1995-96 school year. Ron Weasley saved Bradley’s attempts on goal, and… ",Male,wizard,Unknown,Hogwarts - Ravenclaw,Unknown
Barberus Bragge,https://www.hp-lexicon.org/character/barberus-bragge/,"Barberus Bragge was Chief of the Wizards’ Council in 1269. Bragge attended a Quidditch match in 1269 and offered 150 Galleons to whomever caught the tiny Golden Snidget bird which he released onto the pitch. At that time, 150 Galleons was the equivalent of over a million… ",Male,wizard,Unknown,Unknown,Chief of the Wizards' Council
Bragging Young Wizard,https://www.hp-lexicon.org/character/bragging-young-wizard/,This bragging young wizard claimed to be a vampire hunter when trying to impress three Veela girls in the forest near the Quidditch World Cup campsite (GF9). ,Male,unknown,Unknown,Unknown,NOT a vampire hunter
Betty Braithwaite,https://www.hp-lexicon.org/character/betty-braithwaite/,Betty Braithwaite was a Daily Prophet reporter who landed an exclusive interview with Rita Skeeter to talk about Skeeter’s then upcoming book “The Life and Lies of Albus Dumbledore” (DH2). ,Female,wizard,Unknown,Unknown,Daily Prophet reporter
Bran the Bloodthirsty,https://www.hp-lexicon.org/character/bran-the-bloodthirsty/,Bran the Bloodthirsty was a giant who was fond of eating bread made with ground bones and washed down with the blood of an Englishman. Was slain by a boy named Jack. ,Male,giant,Unknown,Unknown,Unknown
Rudolf Brand,https://www.hp-lexicon.org/character/rudolf-brand/,Rudolf Brand is a Quidditch player and the Captain of the Heidelberg Harriers Quidditch team in the 1950s. Brand was the captain of the Harriers when they played what has been termed “the finest match ever seen” – an exciting seven-day marathon against the Holyhead Harpies in… ,Male,wizard,Unknown,Unknown,Professional Quidditch player (Team Captain)
Maximus Brankovitch III,https://www.hp-lexicon.org/character/maximus-brankovitch-iii/,Maximus Brankovitch III is a famous American Quidditch player who played Seeker for the Fitchburg Finches Quidditch team. He was also the Seeker and Team Captain of the United States National Team (QA8). ,Male,wizard,Unknown,Unknown,Professional Quidditch player (Seeker)
Brian Gadwilde,https://www.hp-lexicon.org/character/brian-gadwilde/,Brian Gadwilde was the author of the book Jiggery Pokery and Hocus Pocus. ,Male,wizard (presumably),Unknown,Unknown,Unknown
Bridget Wenlock,https://www.hp-lexicon.org/character/bridget-wenlock/,"Bridget Wenlock was a famous arithmancer, noted for her groundbreaking theories on the magical properties of the number seven (FW). Wenlock was very protective of her work and used a variety of methods to prevent anyone from seeing her writing, including invisible ink. Unfortunately, Wenlock was also… ",Female,witch,Unknown,Hogwarts - Hufflepuff,Arithmancer
Bridget Wenlock's cousin,https://www.hp-lexicon.org/character/bridget-wenlocks-cousin/,,NaN,unknown,Unknown,Unknown,Unknown
Cormac O’Brien,https://www.hp-lexicon.org/character/cormac-obrien/,Cormac O’Brien was one of MACUSA’s original twelve aurors (Pm). ,Male,wizard,Unknown,Unknown,Auror
Karl and Kevin Broadmoor,https://www.hp-lexicon.org/character/karl-and-kevin-broadmoor/,"Karl and Kevin Broadmoor are brothers who were the Beaters for the Falmouth Falcons Quidditch team. They are known their misbehaviour on the pitch. During the eleven years that they played Quidditch for the Falcons (1958-1969), they received fourteen suspensions from the Department of Magical Games… ",Male,wizards,Unknown,Unknown,Professional quidditch players (Beaters)
Brodrig the Boss-Eyed,https://www.hp-lexicon.org/character/brodrig-the-boss-eyed/,Bodrig the Boss-Eyed was the spokesgoblin of the Brotherhood of Goblins (B.O.G) (DP3). ,Male,goblin,Unknown,Unknown,"Spokesgoblin, Brotherhood of Goblins"
Lavender Brown,https://www.hp-lexicon.org/character/lavender-brown/,"Lavender Brown was a Gryffindor student in the same year as Harry Potter. She was best friends with Parvati Patil. Lavender tended to squeal and giggle a lot, and generally gave the impression of her being silly. She was keen on Divination, having been convinced of Trelawney’s powers after a… ",Female,witch,Unknown,Hogwarts - Gryffindor,Unknown
Bruno Schmidt,https://www.hp-lexicon.org/character/bruno-schmidt/,"Bruno Schmidt was a six-year-old German wizard who hit an Erkling over the head with his father’s collapsible cauldron and killed it, which was fortunate because Erklings eat children (FB). ",Male,wizard,Unknown,Unknown,Unknown
Brutus Malfoy,https://www.hp-lexicon.org/character/malfoy-family/brutus-malfoy/,Brutus Malfoy was an influential wizard and the editor of the anti-muggle periodical Warlock at War (TBB/WHP). ,Male,wizard,Pure blood,Unknown,Editor
Brutus Scrimgeour,https://www.hp-lexicon.org/character/brutus-scrimgeour/,Brutus Scrimgeour is the author of The Beaters’ Bible (QA6). He also wrote a promotional blurb for the front of Quidditch Through the Ages (QA). ,Male,wizard,Unknown,Unknown,Author
Bruno Bruunhart,https://www.hp-lexicon.org/character/bruno-bruunhart/,"Bruno Bruunhart played Seeker for Liechtenstein’s National Team at the Quidditch World Cup tournament in 2014 (QWC). Appearances The team qualified for the 2014 tournament with a shock win over the China (QWC). Their first match against Chad became a three-day marathon, ending when Bruunhart finally caught the… ",Male,wizard,Unknown,Unknown,Quidditch player (Seeker)
Buckbeak,https://www.hp-lexicon.org/character/buckbeak/,"Buckbeak is a grey hippogriff, one of the group of the creatures Hagrid brought to his first Care of Magical Creatures lesson with the third year students in the fall of 1993. Harry Potter was the first student to attempt to befriend a hippogriff in that class, and Buckbeak was the… ",Male,hippogriff,Unknown,Unknown,Unknown
Buckley Cooper,https://www.hp-lexicon.org/character/buckley-cooper/,Buckley Cooper was a wizard who wrote a letter to the Daily Prophet asking for legal advice on the running feud he’d been having with his brother (DP3)… ,Male,wizard,Unknown,Unknown,Unknown
Zygmunt Budge,https://www.hp-lexicon.org/character/zygmunt-budge/,"Zygmunt Budge is considered to be one of the most accomplished Potioneers the world has ever known (according to him). He is the author of The Book of Potions.  Budge was a student at Hogwarts in the 1500s and excelled at potion making. He was rather boastful and proud, and… ",Male,wizard,Unknown,Hogwarts - Student,"Potions Master, Potioneer, Inventor, Author"
K. Bundy,https://www.hp-lexicon.org/character/k-bundy/,K. Bundy was a Hogwarts student who borrowed Quidditch Through the Ages from the Hogwarts Library one October during Harry Potter’s time at Hogwarts (QA). ,NaN,unknown,Unknown,Hogwarts - Student,Unknown
Bungy the Budgie,https://www.hp-lexicon.org/character/bungy-the-budgie/,"Bungy the Budgie was a budgerigar, or budgie, that could water-ski. He resided at the Five Feathers in Barnsley (OP1). ",NaN,budgerigar,Unknown,Unknown,Unknown
Bunty,https://www.hp-lexicon.org/character/bunty/,"Bunty was Newt Scamander’s assistant (CG). Bunty helped Newt look after the beasts in his basement menagerie. She had a passion for creatures and an unrequited love for Newt, who cared about her safety but was clueless about her feelings for him (CG). ",Female,unknown,Unknown,Unknown,Assistant in Newt's menagerie-hospital basement
Charity Burbage,https://www.hp-lexicon.org/character/charity-burbage/,"Charity Burbage was a professor of Muggle Studies at Hogwarts (DH2). She wrote an impassioned defense of Muggle-borns in the Daily Prophet during the summer of 1997; in retaliation, she was taken prisoner, then killed personally by Voldemort less than a week later at Malfoy Manor, at which point… ",Female,witch,Unknown,Hogwarts - Staff,Muggle Studies professor
